From	Entry	Interacts with
Q9NS75	Q9NS75	Q12959; Q15700; Q92796; P78352; Q07627; Q9NUP9; Q8TBB1; Q96QZ7; Q86UL8; Q6P0Q8; O75970; Q5JR59-3; Q5T2W1; Q6ZMN7; Q14160; Q13424; Q13884
Q9NSY1	Q9NSY1	Q14677; O95630
Q9NWZ3	Q9NWZ3	Q9UBH0; O43187; Q99836; Q99836-1; Q96FA3; Q9HAT8; P58753; Q9C029; P0DPA2; Q96LX8; Q8K4B2
Q9NYA1	Q9NYA1	P07858; P68104; Q14192; Q2M3C7; Q9Y4K3; P13473-2; Q9Y371
Q9NYL2	Q9NYL2	O75582; P31947; P61981; P63104; Q8N184; Q16512; Q6P2D0; Q6ZN57; P13682; Q8N184; Q6AZW8; Q9NQZ8
Q9NYY3	Q9NYY3	Q86Y33; Q9HC77; P62258
Q9NZQ7	Q9NZQ7	P33681; Q8IZR5; Q9NX76; Q15116; Q9BQ51; Q15116
Q9P0L2	Q9P0L2	P05067; P63172; Q0VD86; O95988; Q8IY57-5; P61981
Q9P286	Q9P286	Q8IW93; Q9H6L4; Q8N5M1; Q9H257; Q9H257-2; Q8NEC5; Q2TAC2-2; P51959; P60953; Q96SW2; P48730; P26196; P50402; Q9H0I2; Q9Y3B2; Q96CN9; P42858; Q96EL1; Q96BZ8; Q8TBB1; Q96JP2; P07196; Q96HA8; P16284; Q8WWY3; Q92530; Q16825; Q9H4E5; O60504; Q9BZW7; Q9UBK9; O76024; P62258; P47041; P32474; P32502
Q9P289	Q9P289	Q9Y376; P13569; Q9P2B4; Q08379; Q9BUL8; Q9P289; Q5VSL9; Q9Y376; Q9BUL8
Q9UBF8	Q9UBF8	Q9H3P7; P31946; P61981; P27348; P03495; PRO_0000424692 [P03300]; P62491
Q9UBN7	Q9UBN7	Q9NQ11; Q9HCU9; P35222; Q14247; Q9NQC7; Q14203-5; P00533; P42858; Q99836; P17252; O60260; O43490; O43490-2; Q13148; Q71U36; P0CG48; Q62623; Q60598; P21146; P04610; P03409
Q9UBS5	Q9UBS5	O75899; O15354; P61244; P16333; P46459; O75899
Q9UGN5	Q9UGN5	Q8IW19; Q00688; P05204; Q99469
Q9UHD2	Q9UHD2	Q9UKV8; Q7Z3C6; Q9H6S1; Q13137; Q6DT37; P08238; Q9Y6W8; Q14164; Q9Y6K9; Q14653; Q92985; Q9H492; Q9GZQ8; Q7Z434; Q86YT6; Q96AX9; Q9NVV4; Q96CV9; O14730; P42226; Q86WV6; O75558; Q92844; Q9UHD2; A7MCY6; Q8IUC6; Q12933; Q13114; O95801; P40222; Q62167; O41932; P0DTC5; P59596; W5VXH5; PRO_0000449630 [P0DTD1]; Q60803; Q8BHN1; Q05127; I6W9F2; K7Y1A2; PRO_0000037572 [P27958]; PRO_0000037573 [P27958]
Q9UIK4	Q9UIK4	Q7Z6B0-2; Q9UIK4; Q8IZU0; P62258; P18848
Q9UKE5	Q9UKE5	P35222; Q9NRI5; O14920; O43318; P16333; Q9NYJ8; Q9NQB0; Q12933; Q9Y4K3; P03230; Q6F6B3
Q9UKI8	Q9UKI8	Q9Y294; Q9NVP2; Q8N7W2-2; Q7L190; Q96FJ2; Q6PI77; P50458; Q9P127; P26367; Q96BK5; Q06124-2; Q12800; Q5VU62; Q8IY57-5; Q8N720; Q6PK81; Q3KNS6-3; P10073
Q9UKV0	Q9UKV0	P41182; Q06413; P41212; Q60974; Q60974
Q9UM07	Q9UM07	P09525; P78424; Q96RU7
Q9UM73	Q9UM73	Q9UM73; Q6UXT8; Q6UX46; P08238; O43639; P27986; P23471; P07949; P29353; P23727
Q9UNQ0	Q9UNQ0	Q9UNQ0; P22413; P11309-2; P0CG48; Q9UNQ0-1
Q9UPY5	Q9UPY5	P16070; Q8N4P2; Q07627; Q8IUG1; P08195
Q9UPZ9	Q9UPZ9	Q13451; P08238; O60303; Q9NRG4
Q9UQB9	Q9UQB9	O15392; Q96CA5; A2RRN7; Q9NQS7; P32243-2
Q9UQL6	Q9UQL6	Q9H9E1; Q9HCU9; P23771; Q9UQL6; P25791-3; Q06413; Q13761; P31947; P62258; P63104; Q8VEB1; P08393
Q9UQM7	Q9UQM7	P68133; P31749; Q92870-2; P05067; Q03989; P13637; P23560-2; Q6P1W5; P62158; Q9UQM7; Q13554; Q13554-3; Q13557; Q13557-8; Q13555-5; P35520; Q16543; Q15038; Q92567-2; A1KXE4-2; P04406; Q8IW92; Q13224; P07900; P08238; O43820; O95678; Q01546; Q3LI76; Q7Z4W3; Q3LI72; Q3SYF9; A1A580; Q3LI64; Q3LI66; Q3LI67; Q8IUC2; Q14847-2; Q96PV6; Q13387-4; Q9Y3B7; P41271-2; Q96HA8; P16284; P27986-2; O14494; P00491; P05771-2; P20339; Q86SE5-3; O43251-10; A0AV96; Q93062-3; Q6ZRY4; Q9BQY4; P04271; P29353-7; P84022; P35711-4; Q96LM6; Q9UNE7; P51687; Q9NYJ8; Q9Y4C2-2; Q7Z6R9; Q01085-2; O60784-2; Q969E8; Q8N0Z6; P61086; P13051-2; Q9BVJ6; P26640; P08670; Q9UBQ0-2; P62258; A0A0C4DGF1
Q9Y230	Q9Y230	
Q9Y2D0	Q9Y2D0	
Q9Y2H1	Q9Y2H1	
Q9Y2H9	Q9Y2H9	
Q9Y2I1	Q9Y2I1	
Q9Y2K2	Q9Y2K2	
Q9Y2U5	Q9Y2U5	
Q9Y463	Q9Y463	
Q9Y4K4	Q9Y4K4	
Q9Y6E0	Q9Y6E0	
Q9Y6R4	Q9Y6R4	
